,Date.,arb_bayaoas_aguilarpang_00.07,Date.1,arb_camilingriver_mayantoctar_98.07,Date.2,aarb_naganriv_lunaapayao_00.10,Date.3,abrb_sinalangriv_lingsadpenarubia_00.03,Date.4,aarb_abulugriv_lukbancagayan,Date.5,crb_aligapay_quirino_01.09,Date.6,crb_benayriv_dupaxnv_06.10,Date.7,crb_buenavista_cagayanriver_isabela_00.05,Date.8,crb_jones_isabela_00.12,Date.9,Stream.Flow,Date.10,crb_dipantan_nagtipunan_quirino_00.08,Date.11,crb_magatriver_bagabagnuevavis_98.02,NA.,Date.12,crb_pinacuananriv_ilaganisabela_00.10,Date.13,crb_tugue_pinacuananriv_00.09,Date.14,crb_saltanriv_pinukpukkalinga_01.10,Date.15,crb_upi_cagayanriver_isabela_00.05,Date.16,prb_baliwagriv_stodomingonuevacija_00.06,Date.17,prb_arayat_pampriver_00-02,Date.18,prb_coronelriv_bongabonnuevaecija_00.04,NA.1,Date.19,prb_pobsanisidro_pampriver_00-05,Date.20,Stream.Flow1,Date.21,prb_riochico_zaragozanuevacija_00.06,Date.22,Stream.Flow2,mrb_stoninoriver_marikina_00-05
55,2/24/1998,145,2/24/1998,2100,2/24/1998,NA,2/24/1998,NA,2/24/1998,NA,2/24/1998,NA,2/24/1998,,2/24/1998,NA,2/24/1998,16000,2/24/1998,1230,2/24/1998,6340,2/24/1998,14800,NA,2/24/1998,40600,2/24/1998,10060,2/24/1998,NA,2/24/1998,62000,2/24/1998,NA,2/24/1998,35600,2/24/1998,2630,NA,2/24/1998,NA,2/24/1998,NA,2/24/1998,24570,2/24/1998,NA,
56,2/25/1998,145,2/25/1998,2100,2/25/1998,NA,2/25/1998,NA,2/25/1998,NA,2/25/1998,NA,2/25/1998,,2/25/1998,NA,2/25/1998,17000,2/25/1998,1230,2/25/1998,6340,2/25/1998,14800,NA,2/25/1998,40600,2/25/1998,10060,2/25/1998,NA,2/25/1998,63000,2/25/1998,NA,2/25/1998,34500,2/25/1998,2630,NA,2/25/1998,NA,2/25/1998,NA,2/25/1998,24570,2/25/1998,NA,
57,2/26/1998,145,2/26/1998,2100,2/26/1998,NA,2/26/1998,NA,2/26/1998,NA,2/26/1998,NA,2/26/1998,,2/26/1998,NA,2/26/1998,17000,2/26/1998,1230,2/26/1998,6340,2/26/1998,14800,NA,2/26/1998,39700,2/26/1998,9615,2/26/1998,NA,2/26/1998,59000,2/26/1998,NA,2/26/1998,37400,2/26/1998,2600,NA,2/26/1998,NA,2/26/1998,NA,2/26/1998,24570,2/26/1998,NA,
58,2/27/1998,135,2/27/1998,2100,2/27/1998,NA,2/27/1998,NA,2/27/1998,NA,2/27/1998,NA,2/27/1998,,2/27/1998,NA,2/27/1998,16000,2/27/1998,1230,2/27/1998,6340,2/27/1998,15400,NA,2/27/1998,38800,2/27/1998,9615,2/27/1998,NA,2/27/1998,61000,2/27/1998,NA,2/27/1998,35600,2/27/1998,2600,NA,2/27/1998,NA,2/27/1998,NA,2/27/1998,24570,2/27/1998,NA,
59,2/28/1998,135,2/28/1998,2100,2/28/1998,NA,2/28/1998,NA,2/28/1998,NA,2/28/1998,NA,2/28/1998,,2/28/1998,NA,2/28/1998,16000,2/28/1998,1350,2/28/1998,6340,2/28/1998,16000,NA,2/28/1998,38800,2/28/1998,9615,2/28/1998,NA,2/28/1998,54000,2/28/1998,NA,2/28/1998,37400,2/28/1998,2600,NA,2/28/1998,NA,2/28/1998,NA,2/28/1998,24570,2/28/1998,NA,
60,3/1/1998,115,3/1/1998,3300,3/1/1998,NA,3/1/1998,NA,3/1/1998,NA,3/1/1998,NA,3/1/1998,,3/1/1998,NA,3/1/1998,23500,3/1/1998,1910,3/1/1998,13200,3/1/1998,15400,NA,3/1/1998,44200,3/1/1998,9170,3/1/1998,NA,3/1/1998,72900,3/1/1998,NA,3/1/1998,36800,3/1/1998,2620,NA,3/1/1998,NA,3/1/1998,NA,3/1/1998,24340,3/1/1998,NA,
61,3/2/1998,105,3/2/1998,3000,3/2/1998,NA,3/2/1998,NA,3/2/1998,NA,3/2/1998,NA,3/2/1998,,3/2/1998,NA,3/2/1998,44400,3/2/1998,1550,3/2/1998,12400,3/2/1998,16000,NA,3/2/1998,43300,3/2/1998,9170,3/2/1998,NA,3/2/1998,84800,3/2/1998,NA,3/2/1998,38000,3/2/1998,2620,NA,3/2/1998,NA,3/2/1998,NA,3/2/1998,24340,3/2/1998,NA,
62,3/3/1998,95,3/3/1998,3000,3/3/1998,NA,3/3/1998,NA,3/3/1998,NA,3/3/1998,NA,3/3/1998,,3/3/1998,NA,3/3/1998,34800,3/3/1998,1470,3/3/1998,11200,3/3/1998,15400,NA,3/3/1998,60200,3/3/1998,9170,3/3/1998,NA,3/3/1998,84800,3/3/1998,NA,3/3/1998,40400,3/3/1998,2620,NA,3/3/1998,NA,3/3/1998,NA,3/3/1998,24340,3/3/1998,NA,
63,3/4/1998,95,3/4/1998,3600,3/4/1998,NA,3/4/1998,NA,3/4/1998,NA,3/4/1998,NA,3/4/1998,,3/4/1998,NA,3/4/1998,27400,3/4/1998,1470,3/4/1998,10400,3/4/1998,13600,NA,3/4/1998,56800,3/4/1998,8725,3/4/1998,NA,3/4/1998,83400,3/4/1998,NA,3/4/1998,40400,3/4/1998,2600,NA,3/4/1998,NA,3/4/1998,NA,3/4/1998,24340,3/4/1998,NA,
64,3/5/1998,95,3/5/1998,3300,3/5/1998,NA,3/5/1998,NA,3/5/1998,NA,3/5/1998,NA,3/5/1998,,3/5/1998,NA,3/5/1998,24800,3/5/1998,1350,3/5/1998,10400,3/5/1998,14800,NA,3/5/1998,54400,3/5/1998,8280,3/5/1998,NA,3/5/1998,72900,3/5/1998,NA,3/5/1998,41000,3/5/1998,2600,NA,3/5/1998,NA,3/5/1998,NA,3/5/1998,24340,3/5/1998,NA,
65,3/6/1998,95,3/6/1998,3000,3/6/1998,NA,3/6/1998,NA,3/6/1998,NA,3/6/1998,NA,3/6/1998,,3/6/1998,NA,3/6/1998,22200,3/6/1998,1310,3/6/1998,10800,3/6/1998,14200,NA,3/6/1998,52000,3/6/1998,8280,3/6/1998,NA,3/6/1998,54000,3/6/1998,NA,3/6/1998,40400,3/6/1998,2600,NA,3/6/1998,NA,3/6/1998,NA,3/6/1998,24110,3/6/1998,NA,
66,3/7/1998,95,3/7/1998,2700,3/7/1998,NA,3/7/1998,NA,3/7/1998,NA,3/7/1998,NA,3/7/1998,,3/7/1998,NA,3/7/1998,19600,3/7/1998,1310,3/7/1998,10400,3/7/1998,13000,NA,3/7/1998,53200,3/7/1998,7835,3/7/1998,NA,3/7/1998,60000,3/7/1998,NA,3/7/1998,38000,3/7/1998,2600,NA,3/7/1998,NA,3/7/1998,NA,3/7/1998,24110,3/7/1998,NA,
67,3/8/1998,95,3/8/1998,2700,3/8/1998,NA,3/8/1998,NA,3/8/1998,NA,3/8/1998,NA,3/8/1998,,3/8/1998,NA,3/8/1998,19600,3/8/1998,1310,3/8/1998,10800,3/8/1998,11920,NA,3/8/1998,47200,3/8/1998,7390,3/8/1998,NA,3/8/1998,55000,3/8/1998,NA,3/8/1998,36200,3/8/1998,2600,NA,3/8/1998,NA,3/8/1998,NA,3/8/1998,24110,3/8/1998,NA,
68,3/9/1998,95,3/9/1998,2400,3/9/1998,NA,3/9/1998,NA,3/9/1998,NA,3/9/1998,NA,3/9/1998,,3/9/1998,NA,3/9/1998,19600,3/9/1998,1270,3/9/1998,10800,3/9/1998,11560,NA,3/9/1998,45100,3/9/1998,7390,3/9/1998,NA,3/9/1998,60000,3/9/1998,NA,3/9/1998,34000,3/9/1998,2600,NA,3/9/1998,NA,3/9/1998,NA,3/9/1998,24110,3/9/1998,NA,
69,3/10/1998,95,3/10/1998,2100,3/10/1998,NA,3/10/1998,NA,3/10/1998,NA,3/10/1998,NA,3/10/1998,,3/10/1998,NA,3/10/1998,18300,3/10/1998,1270,3/10/1998,10800,3/10/1998,10480,NA,3/10/1998,44200,3/10/1998,7390,3/10/1998,NA,3/10/1998,62000,3/10/1998,NA,3/10/1998,32000,3/10/1998,2550,NA,3/10/1998,NA,3/10/1998,NA,3/10/1998,24110,3/10/1998,NA,
70,3/11/1998,95,3/11/1998,2100,3/11/1998,NA,3/11/1998,NA,3/11/1998,NA,3/11/1998,NA,3/11/1998,,3/11/1998,NA,3/11/1998,17000,3/11/1998,1230,3/11/1998,9100,3/11/1998,9060,NA,3/11/1998,41500,3/11/1998,7390,3/11/1998,NA,3/11/1998,66000,3/11/1998,NA,3/11/1998,32000,3/11/1998,2550,NA,3/11/1998,NA,3/11/1998,NA,3/11/1998,23880,3/11/1998,NA,
71,3/12/1998,95,3/12/1998,3600,3/12/1998,NA,3/12/1998,NA,3/12/1998,NA,3/12/1998,NA,3/12/1998,,3/12/1998,NA,3/12/1998,18300,3/12/1998,1230,3/12/1998,9100,3/12/1998,6680,NA,3/12/1998,38800,3/12/1998,7085,3/12/1998,NA,3/12/1998,64000,3/12/1998,NA,3/12/1998,36800,3/12/1998,2550,NA,3/12/1998,NA,3/12/1998,NA,3/12/1998,23880,3/12/1998,NA,
72,3/13/1998,95,3/13/1998,3300,3/13/1998,NA,3/13/1998,NA,3/13/1998,NA,3/13/1998,NA,3/13/1998,,3/13/1998,NA,3/13/1998,20900,3/13/1998,1230,3/13/1998,8800,3/13/1998,7700,NA,3/13/1998,37900,3/13/1998,7085,3/13/1998,NA,3/13/1998,61000,3/13/1998,NA,3/13/1998,35000,3/13/1998,2550,NA,3/13/1998,NA,3/13/1998,NA,3/13/1998,23880,3/13/1998,NA,
73,3/14/1998,95,3/14/1998,3000,3/14/1998,NA,3/14/1998,NA,3/14/1998,NA,3/14/1998,NA,3/14/1998,,3/14/1998,NA,3/14/1998,19600,3/14/1998,1230,3/14/1998,8500,3/14/1998,7700,NA,3/14/1998,36300,3/14/1998,7085,3/14/1998,NA,3/14/1998,51000,3/14/1998,NA,3/14/1998,35000,3/14/1998,2550,NA,3/14/1998,NA,3/14/1998,NA,3/14/1998,23880,3/14/1998,NA,
74,3/15/1998,95,3/15/1998,2700,3/15/1998,NA,3/15/1998,NA,3/15/1998,NA,3/15/1998,NA,3/15/1998,,3/15/1998,NA,3/15/1998,19600,3/15/1998,1230,3/15/1998,8200,3/15/1998,7700,NA,3/15/1998,34900,3/15/1998,6780,3/15/1998,NA,3/15/1998,47200,3/15/1998,NA,3/15/1998,34500,3/15/1998,3250,NA,3/15/1998,NA,3/15/1998,NA,3/15/1998,23880,3/15/1998,NA,
75,3/16/1998,95,3/16/1998,2400,3/16/1998,NA,3/16/1998,NA,3/16/1998,NA,3/16/1998,NA,3/16/1998,,3/16/1998,NA,3/16/1998,17000,3/16/1998,1230,3/16/1998,7900,3/16/1998,7700,NA,3/16/1998,35600,3/16/1998,6780,3/16/1998,NA,3/16/1998,51000,3/16/1998,NA,3/16/1998,33500,3/16/1998,3250,NA,3/16/1998,NA,3/16/1998,NA,3/16/1998,23650,3/16/1998,NA,
76,3/17/1998,95,3/17/1998,3300,3/17/1998,NA,3/17/1998,NA,3/17/1998,NA,3/17/1998,NA,3/17/1998,,3/17/1998,NA,3/17/1998,17000,3/17/1998,1230,3/17/1998,7600,3/17/1998,7360,NA,3/17/1998,37000,3/17/1998,6170,3/17/1998,NA,3/17/1998,57000,3/17/1998,NA,3/17/1998,32000,3/17/1998,3250,NA,3/17/1998,NA,3/17/1998,NA,3/17/1998,23650,3/17/1998,NA,
77,3/18/1998,95,3/18/1998,3000,3/18/1998,NA,3/18/1998,NA,3/18/1998,NA,3/18/1998,NA,3/18/1998,,3/18/1998,NA,3/18/1998,18300,3/18/1998,1230,3/18/1998,7600,3/18/1998,7360,NA,3/18/1998,39700,3/18/1998,5865,3/18/1998,NA,3/18/1998,62000,3/18/1998,NA,3/18/1998,32500,3/18/1998,3250,NA,3/18/1998,NA,3/18/1998,NA,3/18/1998,23650,3/18/1998,NA,
78,3/19/1998,95,3/19/1998,2700,3/19/1998,NA,3/19/1998,NA,3/19/1998,NA,3/19/1998,NA,3/19/1998,,3/19/1998,NA,3/19/1998,18300,3/19/1998,1230,3/19/1998,7000,3/19/1998,7360,NA,3/19/1998,38800,3/19/1998,5560,3/19/1998,NA,3/19/1998,66000,3/19/1998,NA,3/19/1998,32500,3/19/1998,3250,NA,3/19/1998,NA,3/19/1998,NA,3/19/1998,23650,3/19/1998,NA,
79,3/20/1998,95,3/20/1998,2400,3/20/1998,NA,3/20/1998,NA,3/20/1998,NA,3/20/1998,NA,3/20/1998,,3/20/1998,NA,3/20/1998,19600,3/20/1998,1170,3/20/1998,7000,3/20/1998,7360,NA,3/20/1998,37000,3/20/1998,5560,3/20/1998,NA,3/20/1998,79400,3/20/1998,NA,3/20/1998,32000,3/20/1998,3250,NA,3/20/1998,NA,3/20/1998,NA,3/20/1998,23650,3/20/1998,NA,
80,3/21/1998,85,3/21/1998,2100,3/21/1998,NA,3/21/1998,NA,3/21/1998,NA,3/21/1998,NA,3/21/1998,,3/21/1998,NA,3/21/1998,19600,3/21/1998,1170,3/21/1998,6780,3/21/1998,7360,NA,3/21/1998,35600,3/21/1998,5255,3/21/1998,NA,3/21/1998,84800,3/21/1998,NA,3/21/1998,30500,3/21/1998,3000,NA,3/21/1998,NA,3/21/1998,NA,3/21/1998,23420,3/21/1998,NA,
81,3/22/1998,85,3/22/1998,3600,3/22/1998,NA,3/22/1998,NA,3/22/1998,NA,3/22/1998,NA,3/22/1998,,3/22/1998,NA,3/22/1998,19600,3/22/1998,1170,3/22/1998,6560,3/22/1998,7360,NA,3/22/1998,34900,3/22/1998,5255,3/22/1998,NA,3/22/1998,91800,3/22/1998,NA,3/22/1998,29500,3/22/1998,3000,NA,3/22/1998,NA,3/22/1998,NA,3/22/1998,23420,3/22/1998,NA,
82,3/23/1998,85,3/23/1998,3300,3/23/1998,NA,3/23/1998,NA,3/23/1998,NA,3/23/1998,NA,3/23/1998,,3/23/1998,NA,3/23/1998,19600,3/23/1998,1170,3/23/1998,7000,3/23/1998,7360,NA,3/23/1998,33500,3/23/1998,5865,3/23/1998,NA,3/23/1998,99200,3/23/1998,NA,3/23/1998,27500,3/23/1998,3000,NA,3/23/1998,NA,3/23/1998,NA,3/23/1998,23420,3/23/1998,NA,
83,3/24/1998,85,3/24/1998,3000,3/24/1998,NA,3/24/1998,NA,3/24/1998,NA,3/24/1998,NA,3/24/1998,,3/24/1998,NA,3/24/1998,42800,3/24/1998,1230,3/24/1998,8800,3/24/1998,7360,NA,3/24/1998,31400,3/24/1998,7390,3/24/1998,NA,3/24/1998,96000,3/24/1998,NA,3/24/1998,27500,3/24/1998,3000,NA,3/24/1998,NA,3/24/1998,NA,3/24/1998,23420,3/24/1998,NA,
84,3/25/1998,85,3/25/1998,2700,3/25/1998,NA,3/25/1998,NA,3/25/1998,NA,3/25/1998,NA,3/25/1998,,3/25/1998,NA,3/25/1998,69400,3/25/1998,1230,3/25/1998,7000,3/25/1998,7360,NA,3/25/1998,34200,3/25/1998,10060,3/25/1998,NA,3/25/1998,83400,3/25/1998,NA,3/25/1998,26500,3/25/1998,2960,NA,3/25/1998,NA,3/25/1998,NA,3/25/1998,23420,3/25/1998,NA,
85,3/26/1998,85,3/26/1998,2700,3/26/1998,NA,3/26/1998,NA,3/26/1998,NA,3/26/1998,NA,3/26/1998,,3/26/1998,NA,3/26/1998,53600,3/26/1998,1230,3/26/1998,10400,3/26/1998,7360,NA,3/26/1998,36300,3/26/1998,11840,3/26/1998,NA,3/26/1998,76800,3/26/1998,NA,3/26/1998,26000,3/26/1998,2960,NA,3/26/1998,NA,3/26/1998,NA,3/26/1998,23200,3/26/1998,NA,
86,3/27/1998,85,3/27/1998,2400,3/27/1998,NA,3/27/1998,NA,3/27/1998,NA,3/27/1998,NA,3/27/1998,,3/27/1998,NA,3/27/1998,33200,3/27/1998,1270,3/27/1998,27000,3/27/1998,8040,NA,3/27/1998,38800,3/27/1998,10060,3/27/1998,NA,3/27/1998,61000,3/27/1998,NA,3/27/1998,31500,3/27/1998,2960,NA,3/27/1998,NA,3/27/1998,NA,3/27/1998,23200,3/27/1998,NA,
87,3/28/1998,85,3/28/1998,2400,3/28/1998,NA,3/28/1998,NA,3/28/1998,NA,3/28/1998,NA,3/28/1998,,3/28/1998,NA,3/28/1998,27400,3/28/1998,1230,3/28/1998,30200,3/28/1998,7700,NA,3/28/1998,40600,3/28/1998,9615,3/28/1998,NA,3/28/1998,56000,3/28/1998,NA,3/28/1998,53600,3/28/1998,2960,NA,3/28/1998,NA,3/28/1998,NA,3/28/1998,23200,3/28/1998,NA,
88,3/29/1998,85,3/29/1998,2100,3/29/1998,NA,3/29/1998,NA,3/29/1998,NA,3/29/1998,NA,3/29/1998,,3/29/1998,NA,3/29/1998,24800,3/29/1998,1230,3/29/1998,17850,3/29/1998,7700,NA,3/29/1998,35600,3/29/1998,9170,3/29/1998,NA,3/29/1998,65000,3/29/1998,NA,3/29/1998,47000,3/29/1998,2960,NA,3/29/1998,NA,3/29/1998,NA,3/29/1998,23200,3/29/1998,NA,
89,3/30/1998,85,3/30/1998,2100,3/30/1998,NA,3/30/1998,NA,3/30/1998,NA,3/30/1998,NA,3/30/1998,,3/30/1998,NA,3/30/1998,23500,3/30/1998,1170,3/30/1998,14550,3/30/1998,7360,NA,3/30/1998,34900,3/30/1998,8725,3/30/1998,NA,3/30/1998,70300,3/30/1998,NA,3/30/1998,38600,3/30/1998,2940,NA,3/30/1998,NA,3/30/1998,NA,3/30/1998,23200,3/30/1998,NA,
90,3/31/1998,85,3/31/1998,1800,3/31/1998,NA,3/31/1998,NA,3/31/1998,NA,3/31/1998,NA,3/31/1998,,3/31/1998,NA,3/31/1998,23500,3/31/1998,1170,3/31/1998,12000,3/31/1998,7360,NA,3/31/1998,35600,3/31/1998,8725,3/31/1998,NA,3/31/1998,66000,3/31/1998,NA,3/31/1998,41600,3/31/1998,2940,NA,3/31/1998,NA,3/31/1998,NA,3/31/1998,23200,3/31/1998,NA,
91,4/1/1998,85,4/1/1998,4200,4/1/1998,NA,4/1/1998,NA,4/1/1998,NA,4/1/1998,NA,4/1/1998,,4/1/1998,NA,4/1/1998,23500,4/1/1998,1170,4/1/1998,10800,4/1/1998,7020,NA,4/1/1998,34200,4/1/1998,8725,4/1/1998,NA,4/1/1998,69000,4/1/1998,NA,4/1/1998,41600,4/1/1998,2900,NA,4/1/1998,NA,4/1/1998,NA,4/1/1998,22980,4/1/1998,NA,
92,4/2/1998,85,4/2/1998,3900,4/2/1998,NA,4/2/1998,NA,4/2/1998,NA,4/2/1998,NA,4/2/1998,,4/2/1998,NA,4/2/1998,28700,4/2/1998,1170,4/2/1998,10000,4/2/1998,7020,NA,4/2/1998,32100,4/2/1998,8725,4/2/1998,NA,4/2/1998,67000,4/2/1998,NA,4/2/1998,39800,4/2/1998,2900,NA,4/2/1998,NA,4/2/1998,NA,4/2/1998,22980,4/2/1998,NA,
93,4/3/1998,85,4/3/1998,3900,4/3/1998,NA,4/3/1998,NA,4/3/1998,NA,4/3/1998,NA,4/3/1998,,4/3/1998,NA,4/3/1998,19600,4/3/1998,1170,4/3/1998,9400,4/3/1998,6680,NA,4/3/1998,30000,4/3/1998,8725,4/3/1998,NA,4/3/1998,63000,4/3/1998,NA,4/3/1998,38000,4/3/1998,2900,NA,4/3/1998,NA,4/3/1998,NA,4/3/1998,22980,4/3/1998,NA,
94,4/4/1998,85,4/4/1998,3600,4/4/1998,NA,4/4/1998,NA,4/4/1998,NA,4/4/1998,NA,4/4/1998,,4/4/1998,NA,4/4/1998,22200,4/4/1998,1170,4/4/1998,12000,4/4/1998,6680,NA,4/4/1998,30000,4/4/1998,8280,4/4/1998,NA,4/4/1998,58000,4/4/1998,NA,4/4/1998,38000,4/4/1998,2900,NA,4/4/1998,NA,4/4/1998,NA,4/4/1998,22980,4/4/1998,NA,
95,4/5/1998,85,4/5/1998,3300,4/5/1998,NA,4/5/1998,NA,4/5/1998,NA,4/5/1998,NA,4/5/1998,,4/5/1998,NA,4/5/1998,20900,4/5/1998,1170,4/5/1998,12000,4/5/1998,6680,NA,4/5/1998,29400,4/5/1998,8280,4/5/1998,NA,4/5/1998,61000,4/5/1998,NA,4/5/1998,41600,4/5/1998,2900,NA,4/5/1998,NA,4/5/1998,NA,4/5/1998,22980,4/5/1998,NA,
96,4/6/1998,85,4/6/1998,4500,4/6/1998,NA,4/6/1998,NA,4/6/1998,NA,4/6/1998,NA,4/6/1998,,4/6/1998,NA,4/6/1998,22200,4/6/1998,1170,4/6/1998,11200,4/6/1998,6680,NA,4/6/1998,30000,4/6/1998,7835,4/6/1998,NA,4/6/1998,65000,4/6/1998,NA,4/6/1998,44600,4/6/1998,2800,NA,4/6/1998,NA,4/6/1998,NA,4/6/1998,22980,4/6/1998,NA,
97,4/7/1998,85,4/7/1998,4200,4/7/1998,NA,4/7/1998,NA,4/7/1998,NA,4/7/1998,NA,4/7/1998,,4/7/1998,NA,4/7/1998,27400,4/7/1998,1170,4/7/1998,10400,4/7/1998,6000,NA,4/7/1998,29400,4/7/1998,7835,4/7/1998,NA,4/7/1998,70300,4/7/1998,NA,4/7/1998,58400,4/7/1998,2800,NA,4/7/1998,NA,4/7/1998,NA,4/7/1998,22980,4/7/1998,NA,
98,4/8/1998,85,4/8/1998,3900,4/8/1998,NA,4/8/1998,NA,4/8/1998,NA,4/8/1998,NA,4/8/1998,,4/8/1998,NA,4/8/1998,24800,4/8/1998,1170,4/8/1998,10000,4/8/1998,5780,NA,4/8/1998,28800,4/8/1998,7835,4/8/1998,NA,4/8/1998,62000,4/8/1998,NA,4/8/1998,61100,4/8/1998,2800,NA,4/8/1998,NA,4/8/1998,NA,4/8/1998,22980,4/8/1998,NA,
99,4/9/1998,85,4/9/1998,3600,4/9/1998,NA,4/9/1998,NA,4/9/1998,NA,4/9/1998,NA,4/9/1998,,4/9/1998,NA,4/9/1998,23500,4/9/1998,1170,4/9/1998,9700,4/9/1998,5780,NA,4/9/1998,28200,4/9/1998,7835,4/9/1998,NA,4/9/1998,59000,4/9/1998,NA,4/9/1998,51800,4/9/1998,2800,NA,4/9/1998,NA,4/9/1998,NA,4/9/1998,22980,4/9/1998,NA,
100,4/10/1998,85,4/10/1998,3300,4/10/1998,NA,4/10/1998,NA,4/10/1998,NA,4/10/1998,NA,4/10/1998,,4/10/1998,NA,4/10/1998,23500,4/10/1998,1170,4/10/1998,9400,4/10/1998,5560,NA,4/10/1998,27600,4/10/1998,7835,4/10/1998,NA,4/10/1998,104000,4/10/1998,NA,4/10/1998,46400,4/10/1998,2800,NA,4/10/1998,NA,4/10/1998,NA,4/10/1998,22980,4/10/1998,NA,
101,4/11/1998,85,4/11/1998,3000,4/11/1998,NA,4/11/1998,NA,4/11/1998,NA,4/11/1998,NA,4/11/1998,,4/11/1998,NA,4/11/1998,24800,4/11/1998,1170,4/11/1998,10000,4/11/1998,5560,NA,4/11/1998,27600,4/11/1998,7835,4/11/1998,NA,4/11/1998,62000,4/11/1998,NA,4/11/1998,45200,4/11/1998,2800,NA,4/11/1998,NA,4/11/1998,NA,4/11/1998,22980,4/11/1998,NA,
102,4/12/1998,95,4/12/1998,2700,4/12/1998,NA,4/12/1998,NA,4/12/1998,NA,4/12/1998,NA,4/12/1998,,4/12/1998,NA,4/12/1998,27400,4/12/1998,1170,4/12/1998,16200,4/12/1998,5560,NA,4/12/1998,27600,4/12/1998,7390,4/12/1998,NA,4/12/1998,58000,4/12/1998,NA,4/12/1998,42800,4/12/1998,2800,NA,4/12/1998,NA,4/12/1998,NA,4/12/1998,22980,4/12/1998,NA,
103,4/13/1998,95,4/13/1998,2400,4/13/1998,NA,4/13/1998,NA,4/13/1998,NA,4/13/1998,NA,4/13/1998,,4/13/1998,NA,4/13/1998,28700,4/13/1998,1170,4/13/1998,15650,4/13/1998,5340,NA,4/13/1998,27000,4/13/1998,7390,4/13/1998,NA,4/13/1998,53000,4/13/1998,NA,4/13/1998,50000,4/13/1998,2800,NA,4/13/1998,NA,4/13/1998,NA,4/13/1998,22980,4/13/1998,NA,
104,4/14/1998,95,4/14/1998,2100,4/14/1998,NA,4/14/1998,NA,4/14/1998,NA,4/14/1998,NA,4/14/1998,,4/14/1998,NA,4/14/1998,28700,4/14/1998,1170,4/14/1998,12800,4/14/1998,5340,NA,4/14/1998,28200,4/14/1998,7085,4/14/1998,NA,4/14/1998,58000,4/14/1998,NA,4/14/1998,47600,4/14/1998,2725,NA,4/14/1998,NA,4/14/1998,NA,4/14/1998,22980,4/14/1998,NA,
105,4/15/1998,95,4/15/1998,2100,4/15/1998,NA,4/15/1998,NA,4/15/1998,NA,4/15/1998,NA,4/15/1998,,4/15/1998,NA,4/15/1998,34800,4/15/1998,1470,4/15/1998,19500,4/15/1998,5560,NA,4/15/1998,28200,4/15/1998,6780,4/15/1998,NA,4/15/1998,63000,4/15/1998,NA,4/15/1998,47600,4/15/1998,2725,NA,4/15/1998,NA,4/15/1998,NA,4/15/1998,22980,4/15/1998,NA,
106,4/16/1998,95,4/16/1998,2100,4/16/1998,NA,4/16/1998,NA,4/16/1998,NA,4/16/1998,NA,4/16/1998,,4/16/1998,NA,4/16/1998,31600,4/16/1998,1350,4/16/1998,14550,4/16/1998,5780,NA,4/16/1998,27000,4/16/1998,6780,4/16/1998,NA,4/16/1998,68000,4/16/1998,NA,4/16/1998,44600,4/16/1998,2725,NA,4/16/1998,NA,4/16/1998,NA,4/16/1998,22760,4/16/1998,NA,
107,4/17/1998,95,4/17/1998,2400,4/17/1998,NA,4/17/1998,NA,4/17/1998,NA,4/17/1998,NA,4/17/1998,,4/17/1998,NA,4/17/1998,69400,4/17/1998,1350,4/17/1998,10800,4/17/1998,5780,NA,4/17/1998,25800,4/17/1998,6780,4/17/1998,NA,4/17/1998,74200,4/17/1998,NA,4/17/1998,42200,4/17/1998,2725,NA,4/17/1998,NA,4/17/1998,NA,4/17/1998,22760,4/17/1998,NA,
108,4/18/1998,175,4/18/1998,2100,4/18/1998,NA,4/18/1998,NA,4/18/1998,NA,4/18/1998,NA,4/18/1998,,4/18/1998,NA,4/18/1998,53600,4/18/1998,7540,4/18/1998,13600,4/18/1998,4020,NA,4/18/1998,25200,4/18/1998,6475,4/18/1998,NA,4/18/1998,96000,4/18/1998,NA,4/18/1998,41000,4/18/1998,2725,NA,4/18/1998,NA,4/18/1998,NA,4/18/1998,22760,4/18/1998,NA,
109,4/19/1998,400,4/19/1998,3000,4/19/1998,NA,4/19/1998,NA,4/19/1998,NA,4/19/1998,NA,4/19/1998,,4/19/1998,NA,4/19/1998,47900,4/19/1998,1430,4/19/1998,13600,4/19/1998,5780,NA,4/19/1998,26400,4/19/1998,6475,4/19/1998,NA,4/19/1998,128000,4/19/1998,NA,4/19/1998,40400,4/19/1998,2770,NA,4/19/1998,NA,4/19/1998,NA,4/19/1998,22760,4/19/1998,NA,
110,4/20/1998,350,4/20/1998,2700,4/20/1998,NA,4/20/1998,NA,4/20/1998,NA,4/20/1998,NA,4/20/1998,,4/20/1998,NA,4/20/1998,46000,4/20/1998,1310,4/20/1998,12000,4/20/1998,5340,NA,4/20/1998,25800,4/20/1998,6475,4/20/1998,NA,4/20/1998,142400,4/20/1998,NA,4/20/1998,41600,4/20/1998,2770,NA,4/20/1998,NA,4/20/1998,NA,4/20/1998,22760,4/20/1998,NA,
